[syn]	d0s	top	d0t
wn30instances:synset-preemption-noun-3	dul:Description	wn30instances:synset-right-noun-1	dul:Right
wn30instances:synset-preexistence-noun-1	dul:Situation	wn30instances:synset-being-noun-1	dul:Situation
wn30instances:synset-prefab-noun-1	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-prefiguration-noun-1	dul:Situation	wn30instances:synset-model-noun-7	dul:Situation
wn30instances:synset-preformation-noun-1	dul:Description	wn30instances:synset-theory-noun-1	dul:Theory
wn30instances:synset-pregnancy-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-pregnanediol-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-prehistory-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-prematureness-noun-1	dul:Situation	wn30instances:synset-immaturity-noun-1	dul:Situation
wn30instances:synset-premises-noun-1	d0:Location	wn30instances:synset-site-noun-1	dul:Place
wn30instances:synset-preoccupation-noun-2	dul:Situation	wn30instances:synset-cognitive_state-noun-1	dul:Situation
wn30instances:synset-preparation-noun-1	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-preposition-noun-2	d0:Location	wn30instances:synset-place-noun-15	dul:Place
wn30instances:synset-prepossession-noun-1	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-prerogative-noun-1	dul:Description	wn30instances:synset-right-noun-1	dul:Right
wn30instances:synset-prescription-noun-3	dul:InformationEntity	wn30instances:synset-written_communication-noun-1	dul:InformationRealization
wn30instances:synset-prescription-noun-4	dul:InformationEntity	wn30instances:synset-written_communication-noun-1	dul:InformationRealization
wn30instances:synset-presence-noun-1	dul:Situation	wn30instances:synset-being-noun-1	dul:Situation
wn30instances:synset-present-noun-1	dul:TimeInterval	wn30instances:synset-time-noun-5	dul:TimeInterval
wn30instances:synset-presentation-noun-3	dul:InformationEntity	wn30instances:synset-display-noun-5	dul:InformationRealization
wn30instances:synset-preservation-noun-2	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-preservative-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-preserver-noun-3	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-press-noun-3	dul:PhysicalObject	wn30instances:synset-machine-noun-1	dul:PhysicalAgent
wn30instances:synset-press-noun-7	dul:PhysicalObject	wn30instances:synset-machine-noun-1	dul:PhysicalAgent
wn30instances:synset-pressing-noun-2	dul:PhysicalObject	wn30instances:synset-part-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-prevention-noun-1	dul:Situation	wn30instances:synset-hindrance-noun-3	dul:Situation
wn30instances:synset-pride-noun-1	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-pride-noun-3	d0:Characteristic	wn30instances:synset-trait-noun-1	dul:Quality
wn30instances:synset-pride-noun-4	dul:Collection	wn30instances:synset-animal_group-noun-1	coll:AgentCollection
wn30instances:synset-primality-noun-1	d0:Characteristic	wn30instances:synset-property-noun-2	dul:Quality
wn30instances:synset-primary-noun-3	dul:PhysicalObject	wn30instances:synset-celestial_body-noun-1	dul:PhysicalBody
wn30instances:synset-primitive-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-principality-noun-1	d0:Location	wn30instances:synset-domain-noun-2	dul:Place
wn30instances:synset-principle-noun-3	dul:Description	wn30instances:synset-law-noun-3	dul:Norm
wn30instances:synset-principle-noun-4	dul:Description	wn30instances:synset-law-noun-4	dul:Theory
wn30instances:synset-principle_of_relativity-noun-1	dul:Description	wn30instances:synset-law-noun-4	dul:Theory
wn30instances:synset-print-noun-1	dul:InformationEntity	wn30instances:synset-written_communication-noun-1	dul:InformationRealization
wn30instances:synset-print-noun-6	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-printer-noun-3	dul:PhysicalObject	wn30instances:synset-machine-noun-1	dul:PhysicalAgent
wn30instances:synset-prison-noun-2	dul:Situation	wn30instances:synset-situation-noun-1	dul:Situation
wn30instances:synset-privilege-noun-3	dul:Description	wn30instances:synset-right-noun-1	dul:Right
wn30instances:synset-proaccelerin-noun-1	dul:PhysicalObject	wn30instances:synset-coagulation_factor-noun-1	dul:FunctionalSubstance
wn30instances:synset-probability-noun-1	dul:Amount	wn30instances:synset-measure-noun-2	dul:Amount
wn30instances:synset-probability-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-probable_cause-noun-1	dul:Situation	wn30instances:synset-evidence-noun-1	dul:Situation
wn30instances:synset-problem-noun-1	dul:Situation	wn30instances:synset-difficulty-noun-3	dul:Situation
wn30instances:synset-procedure-noun-1	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-process-noun-5	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-processing-noun-1	dul:Process	wn30instances:synset-process-noun-6	dul:Process
wn30instances:synset-processing_time-noun-1	dul:TimeInterval	wn30instances:synset-time_interval-noun-1	dul:TimeInterval
wn30instances:synset-proclamation-noun-2	d0:Activity	wn30instances:synset-act-noun-2	dul:Action
wn30instances:synset-proconvertin-noun-1	dul:PhysicalObject	wn30instances:synset-coagulation_factor-noun-1	dul:FunctionalSubstance
wn30instances:synset-product-noun-2	dul:InformationEntity	wn30instances:synset-creation-noun-2	dul:InformationRealization
wn30instances:synset-product-noun-3	dul:Amount	wn30instances:synset-quantity-noun-3	dul:Amount
wn30instances:synset-product-noun-5	dul:Situation	wn30instances:synset-consequence-noun-1	dul:Situation
wn30instances:synset-production-noun-1	d0:Activity	wn30instances:synset-act-noun-2	dul:Action
wn30instances:synset-production-noun-7	d0:System	wn30instances:synset-industry-noun-2	dul:System
wn30instances:synset-professional_organization-noun-1	dul:Organization	wn30instances:synset-organization-noun-1	dul:Organization
wn30instances:synset-proficiency-noun-2	dul:Situation	wn30instances:synset-skillfulness-noun-1	dul:Situation
wn30instances:synset-progeria-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-prognathism-noun-1	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-prohibition-noun-3	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-project-noun-2	dul:Description	wn30instances:synset-plan-noun-1	dul:Plan
wn30instances:synset-projection-noun-2	dul:InformationEntity	wn30instances:synset-visual_communication-noun-1	dul:InformationRealization
wn30instances:synset-projection-noun-4	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-prokaryote-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-prolongation-noun-1	d0:Event	wn30instances:synset-continuance-noun-1	dul:EventType
wn30instances:synset-promotion-noun-1	d0:Topic	wn30instances:synset-message-noun-2	ontopic:Topic
wn30instances:synset-promotion-noun-2	dul:Situation	wn30instances:synset-change-noun-3	dul:Situation
wn30instances:synset-proneness-noun-1	d0:Characteristic	wn30instances:synset-disposition-noun-4	dul:Quality
wn30instances:synset-proof-noun-1	dul:Situation	wn30instances:synset-evidence-noun-1	dul:Situation
wn30instances:synset-proof-noun-3	dul:Amount	wn30instances:synset-measure-noun-2	dul:Amount
wn30instances:synset-propane-noun-1	dul:PhysicalObject	wn30instances:synset-fuel-noun-1	dul:FunctionalSubstance
wn30instances:synset-property-noun-5	dul:PhysicalObject	wn30instances:synset-object-noun-1	dul:PhysicalObject
wn30instances:synset-property_right-noun-1	dul:Description	wn30instances:synset-ownership-noun-1	dul:Right
wn30instances:synset-prophyll-noun-1	dul:PhysicalObject	wn30instances:synset-plant_part-noun-1	dul:BiologicalObject
wn30instances:synset-proportion-noun-4	dul:Description	wn30instances:synset-magnitude_relation-noun-1	dul:Relation
wn30instances:synset-proportional-noun-1	dul:Amount	wn30instances:synset-quantity-noun-3	dul:Amount
wn30instances:synset-proposal-noun-1	d0:Topic	wn30instances:synset-message-noun-2	ontopic:Topic
wn30instances:synset-propositus-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-proprietorship-noun-1	dul:Description	wn30instances:synset-ownership-noun-1	dul:Right
wn30instances:synset-propulsion-noun-2	d0:Activity	wn30instances:synset-act-noun-2	dul:Action
wn30instances:synset-propyl-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-protection-noun-1	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-protectiveness-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-protectorate-noun-1	d0:Location	wn30instances:synset-district-noun-1	dul:Place
wn30instances:synset-protein_molecule-noun-1	dul:PhysicalObject	wn30instances:synset-molecule-noun-1	dul:ChemicalObject
wn30instances:synset-prothrombin-noun-1	dul:PhysicalObject	wn30instances:synset-coagulation_factor-noun-1	dul:FunctionalSubstance
wn30instances:synset-prothrombinase-noun-1	dul:PhysicalObject	wn30instances:synset-coagulation_factor-noun-1	dul:FunctionalSubstance
wn30instances:synset-protology-noun-1	d0:Topic	wn30instances:synset-discipline-noun-1	ontopic:Topic
wn30instances:synset-prototype-noun-1	dul:Situation	wn30instances:synset-model-noun-7	dul:Situation
wn30instances:synset-protuberance-noun-2	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-providence-noun-3	dul:Situation	wn30instances:synset-fortune-noun-4	dul:Situation
wn30instances:synset-proving_ground-noun-1	d0:Location	wn30instances:synset-workplace-noun-1	dul:Place
wn30instances:synset-pruning-noun-1	dul:PhysicalObject	wn30instances:synset-cutting-noun-4	dul:FunctionalSubstance
wn30instances:synset-psychedelia-noun-1	dul:Collection	wn30instances:synset-subculture-noun-1	dul:Collective
wn30instances:synset-psychic_energy-noun-1	d0:Event	wn30instances:synset-motivation-noun-1	dul:Event
wn30instances:synset-psychic_phenomena-noun-1	d0:CognitiveEntity	wn30instances:synset-psychic_communication-noun-1	conc:InternalRepresentation
wn30instances:synset-psychoactive_drug-noun-1	dul:PhysicalObject	wn30instances:synset-drug-noun-1	dul:FunctionalSubstance
wn30instances:synset-psychodynamics-noun-1	d0:Event	wn30instances:synset-interrelation-noun-1	dul:EventType
wn30instances:synset-psychological_feature-noun-1	dul:Description	wn30instances:synset-abstraction-noun-6	dul:Description
wn30instances:synset-psychopomp-noun-1	dul:Personification	wn30instances:synset-imaginary_being-noun-1	dul:Personification
wn30instances:synset-psychotropic_agent-noun-1	dul:PhysicalObject	wn30instances:synset-drug-noun-1	dul:FunctionalSubstance
wn30instances:synset-public_library-noun-1	dul:Collection	wn30instances:synset-library-noun-2	dul:Collection
wn30instances:synset-public_property-noun-1	dul:Description	wn30instances:synset-property-noun-1	dul:Right
wn30instances:synset-public_relations_person-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-public_works-noun-1	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-publicity-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-puerperium-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-pulp-noun-1	dul:PhysicalObject	wn30instances:synset-mass-noun-5	dul:Substance
wn30instances:synset-pulsation-noun-2	d0:Event	wn30instances:synset-phenomenon-noun-1	dul:Event
wn30instances:synset-pulse-noun-2	d0:Event	wn30instances:synset-periodic_event-noun-1	dul:EventType
wn30instances:synset-punctuation-noun-1	d0:Event	wn30instances:synset-interruption-noun-2	dul:EventType
wn30instances:synset-puncture-noun-3	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-puppet_show-noun-1	d0:Activity	wn30instances:synset-show-noun-3	dul:Action
wn30instances:synset-purchase-noun-2	d0:Activity	wn30instances:synset-acquisition-noun-2	dul:Action
wn30instances:synset-purgatory-noun-2	d0:Location	wn30instances:synset-imaginary_place-noun-1	dul:Place
wn30instances:synset-purpose-noun-1	dul:Goal	wn30instances:synset-goal-noun-1	dul:Goal
wn30instances:synset-purr-noun-1	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-pursuance-noun-2	d0:Event	wn30instances:synset-continuance-noun-1	dul:EventType
wn30instances:synset-pursuer-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-purveyance-noun-1	d0:Activity	wn30instances:synset-provision-noun-2	dul:Action
wn30instances:synset-pussycat-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-putridity-noun-1	dul:Situation	wn30instances:synset-impurity-noun-2	dul:Situation
wn30instances:synset-pycnidium-noun-1	dul:PhysicalObject	wn30instances:synset-plant_part-noun-1	dul:BiologicalObject
wn30instances:synset-pyre-noun-1	dul:Collection	wn30instances:synset-pile-noun-1	dul:Collection
wn30instances:synset-quack-noun-2	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-quadrant-noun-1	d0:Location	wn30instances:synset-line-noun-11	dul:SpaceRegion
wn30instances:synset-quadrant-noun-2	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-quadrant-noun-3	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-quadrennium-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-quadric-noun-1	d0:Characteristic	wn30instances:synset-curve-noun-1	dul:Quality
wn30instances:synset-quango-noun-1	dul:Organization	wn30instances:synset-organization-noun-1	dul:Organization
wn30instances:synset-quantifiability-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-quantum-noun-1	dul:Amount	wn30instances:synset-quantity-noun-3	dul:Amount
wn30instances:synset-quantum-noun-2	dul:Amount	wn30instances:synset-measure-noun-2	dul:Amount
wn30instances:synset-quarter-century-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-quarter-noun-11	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-quarter-noun-3	dul:PhysicalObject	wn30instances:synset-part-noun-9	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-quarter-noun-6	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-quartet-noun-3	dul:Collection	wn30instances:synset-set-noun-1	dul:Collection
wn30instances:synset-quartet-noun-4	dul:Collection	wn30instances:synset-gathering-noun-1	coll:AgentCollection
wn30instances:synset-quasar-noun-1	dul:PhysicalObject	wn30instances:synset-celestial_body-noun-1	dul:PhysicalBody
wn30instances:synset-quaver-noun-1	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-question_time-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-quickening-noun-2	d0:Characteristic	wn30instances:synset-degree-noun-2	dul:Parameter
wn30instances:synset-quiddity-noun-2	dul:Description	wn30instances:synset-kernel-noun-3	dul:Relation
wn30instances:synset-quilting-noun-2	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-quinone-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-quinquennium-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-quintessence-noun-1	dul:PhysicalObject	wn30instances:synset-element-noun-5	dul:FunctionalSubstance
wn30instances:synset-quintessence-noun-2	dul:Description	wn30instances:synset-kernel-noun-3	dul:Relation
wn30instances:synset-quintet-noun-4	dul:Collection	wn30instances:synset-set-noun-1	dul:Collection
wn30instances:synset-quintet-noun-5	dul:Collection	wn30instances:synset-gathering-noun-1	coll:AgentCollection
wn30instances:synset-quittance-noun-1	dul:InformationEntity	wn30instances:synset-document-noun-3	dul:InformationRealization
wn30instances:synset-quitter-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-quodlibet-noun-1	d0:Topic	wn30instances:synset-issue-noun-1	ontopic:Topic
wn30instances:synset-quorum-noun-1	dul:Collection	wn30instances:synset-gathering-noun-1	coll:AgentCollection
wn30instances:synset-quotation-noun-4	dul:Description	wn30instances:synset-practice-noun-1	dul:Method
wn30instances:synset-race-noun-3	dul:Collection	wn30instances:synset-group-noun-1	dul:Collection
wn30instances:synset-racing_start-noun-1	d0:Event	wn30instances:synset-start-noun-1	dul:EventType
wn30instances:synset-radiation-noun-5	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-radiation-noun-5	d0:Event	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-radical-noun-3	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-radical-noun-4	dul:Amount	wn30instances:synset-measure-noun-2	dul:Amount
wn30instances:synset-radio_beacon-noun-1	dul:InformationEntity	wn30instances:synset-signal-noun-1	dul:InformationRealization
wn30instances:synset-radio_beam-noun-1	dul:InformationEntity	wn30instances:synset-signal-noun-1	dul:InformationRealization
wn30instances:synset-radio_operator-noun-1	dul:Person	wn30instances:synset-operator-noun-2	dul:Person
wn30instances:synset-radio_source-noun-1	dul:PhysicalObject	wn30instances:synset-radiator-noun-1	dul:PhysicalBody
wn30instances:synset-radioactive_material-noun-1	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-radiogram-noun-1	dul:InformationEntity	wn30instances:synset-message-noun-1	dul:InformationRealization
wn30instances:synset-radius-noun-2	d0:Location	wn30instances:synset-straight_line-noun-1	dul:SpaceRegion
wn30instances:synset-radon-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_element-noun-1	dul:ChemicalObject
wn30instances:synset-raft-noun-1	dul:PhysicalObject	wn30instances:synset-float-noun-6	dul:PhysicalObject
wn30instances:synset-ragweed_pollen-noun-1	dul:PhysicalObject	wn30instances:synset-allergen-noun-1	dul:FunctionalSubstance
wn30instances:synset-railway_junction-noun-1	d0:Location	wn30instances:synset-junction-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-rain_shadow-noun-1	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-rainy_day-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-rally-noun-1	dul:Collection	wn30instances:synset-gathering-noun-1	coll:AgentCollection
wn30instances:synset-rally-noun-5	d0:Activity	wn30instances:synset-group_action-noun-1	dul:Action
wn30instances:synset-rancidness-noun-1	d0:Characteristic	wn30instances:synset-taste_property-noun-1	dul:Quality
wn30instances:synset-rancidness-noun-1	d0:Characteristic	wn30instances:synset-olfactory_property-noun-1	dul:Quality
wn30instances:synset-random_sample-noun-2	dul:PhysicalObject	wn30instances:synset-sample-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-range-noun-2	dul:Amount	wn30instances:synset-limit-noun-3	dul:Amount
wn30instances:synset-range-noun-4	d0:Location	wn30instances:synset-geological_formation-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#GeographicalFeature>
wn30instances:synset-range-noun-6	dul:Collection	wn30instances:synset-assortment-noun-1	dul:Collection
wn30instances:synset-rangeland-noun-1	dul:PhysicalObject	wn30instances:synset-land-noun-2	dul:Substance
wn30instances:synset-rank-noun-2	dul:Role	wn30instances:synset-status-noun-1	rol:Status
wn30instances:synset-rank_and_file-noun-2	dul:Collection	wn30instances:synset-people-noun-1	coll:AgentCollection
wn30instances:synset-rap_group-noun-1	dul:Collection	wn30instances:synset-gathering-noun-1	coll:AgentCollection
wn30instances:synset-rapport-noun-1	dul:Description	wn30instances:synset-affinity-noun-4	dul:Relation
wn30instances:synset-rare_earth-noun-1	dul:Collection	wn30instances:synset-group-noun-1	dul:Collection
wn30instances:synset-rat_race-noun-1	d0:Activity	wn30instances:synset-routine-noun-1	dul:Task
wn30instances:synset-ratables-noun-1	dul:Description	wn30instances:synset-property-noun-1	dul:Right
wn30instances:synset-rate-noun-1	dul:Description	wn30instances:synset-magnitude_relation-noun-1	dul:Relation
wn30instances:synset-ratio-noun-1	dul:Description	wn30instances:synset-magnitude_relation-noun-1	dul:Relation
wn30instances:synset-rational_motive-noun-1	d0:Event	wn30instances:synset-motivation-noun-1	dul:Event
wn30instances:synset-ratline-noun-1	dul:PhysicalObject	wn30instances:synset-line-noun-18	dul:PhysicalObject
wn30instances:synset-rattle-noun-2	dul:PhysicalObject	wn30instances:synset-plaything-noun-1	dul:DesignedArtifact
wn30instances:synset-rattrap-noun-1	dul:Situation	wn30instances:synset-difficulty-noun-3	dul:Situation
wn30instances:synset-rave-up-noun-1	dul:Collection	wn30instances:synset-gathering-noun-1	coll:AgentCollection
wn30instances:synset-raw-noun-1	dul:Situation	wn30instances:synset-nakedness-noun-1	dul:Situation
wn30instances:synset-raw_data-noun-1	dul:InformationEntity	wn30instances:synset-data-noun-1	coll:InformationCollection
wn30instances:synset-raw_material-noun-1	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-rayon-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-reaction-noun-7	dul:Situation	wn30instances:synset-resistance-noun-1	dul:Situation
wn30instances:synset-reaction_time-noun-1	dul:TimeInterval	wn30instances:synset-time_interval-noun-1	dul:TimeInterval
wn30instances:synset-reactivity-noun-2	dul:Situation	wn30instances:synset-susceptibility-noun-1	dul:Situation
wn30instances:synset-reading-noun-4	dul:InformationEntity	wn30instances:synset-written_communication-noun-1	dul:InformationRealization
wn30instances:synset-ready-made-noun-1	dul:PhysicalObject	wn30instances:synset-artifact-noun-1	dul:PhysicalObject
wn30instances:synset-ready-noun-1	dul:Situation	wn30instances:synset-readiness-noun-1	dul:Situation
wn30instances:synset-real_property-noun-1	dul:Description	wn30instances:synset-property-noun-1	dul:Right
wn30instances:synset-real_time-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-real_time-noun-2	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-realist-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-reality_check-noun-1	d0:Event	wn30instances:synset-juncture-noun-1	dul:EventType
wn30instances:synset-reappearance-noun-1	d0:Event	wn30instances:synset-appearance-noun-2	dul:EventType
wn30instances:synset-reason-noun-6	dul:Situation	wn30instances:synset-fact-noun-1	dul:Situation
wn30instances:synset-recalculation-noun-1	d0:Activity	wn30instances:synset-calculation-noun-1	dul:Task
wn30instances:synset-receding-noun-1	d0:Event	wn30instances:synset-disappearance-noun-2	dul:EventType
wn30instances:synset-receptacle-noun-2	dul:PhysicalObject	wn30instances:synset-plant_part-noun-1	dul:BiologicalObject
wn30instances:synset-recess-noun-4	d0:Location	wn30instances:synset-enclosure-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-recession-noun-3	dul:Collection	wn30instances:synset-procession-noun-2	dul:Collective
wn30instances:synset-reciprocal-noun-1	dul:Description	wn30instances:synset-reciprocality-noun-1	dul:Relation
wn30instances:synset-recoil-noun-1	d0:Event	wn30instances:synset-movement-noun-3	dul:Event
wn30instances:synset-recoil-noun-2	d0:Event	wn30instances:synset-movement-noun-3	dul:Event
wn30instances:synset-recombinant-noun-1	dul:PhysicalObject	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-recombinant-noun-1	dul:PhysicalObject	wn30instances:synset-cell-noun-2	dul:BiologicalObject
wn30instances:synset-recombinant-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-recombinant-noun-1	dul:Organism	wn30instances:synset-cell-noun-2	dul:BiologicalObject
wn30instances:synset-record-noun-7	dul:InformationEntity	wn30instances:synset-document-noun-3	dul:InformationRealization
wn30instances:synset-record_player-noun-1	dul:PhysicalObject	wn30instances:synset-machine-noun-1	dul:PhysicalAgent
wn30instances:synset-recording-noun-1	dul:InformationEntity	wn30instances:synset-signal-noun-1	dul:InformationRealization
wn30instances:synset-recovery-noun-3	d0:Activity	wn30instances:synset-act-noun-2	dul:Action
wn30instances:synset-recrudescence-noun-1	d0:Event	wn30instances:synset-outbreak-noun-1	dul:EventType
wn30instances:synset-rectifier-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-rectum-noun-1	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-recursion-noun-1	d0:Event	wn30instances:synset-rule-noun-11	dul:EventType
wn30instances:synset-recycling-noun-1	d0:Activity	wn30instances:synset-use-noun-1	dul:Task
wn30instances:synset-recycling_plant-noun-1	dul:PhysicalObject	wn30instances:synset-plant-noun-1	dul:DesignedArtifact
wn30instances:synset-red_fire-noun-1	dul:PhysicalObject	wn30instances:synset-fuel-noun-1	dul:FunctionalSubstance
wn30instances:synset-redbrick_university-noun-1	dul:Organization	wn30instances:synset-university-noun-2	dul:DesignedArtifact
wn30instances:synset-redhead-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-reduction-noun-3	dul:Situation	wn30instances:synset-change-noun-3	dul:Situation
wn30instances:synset-reductionism-noun-1	dul:Description	wn30instances:synset-theory-noun-1	dul:Theory
wn30instances:synset-redundancy-noun-3	dul:Situation	wn30instances:synset-configuration-noun-1	dul:Situation
wn30instances:synset-reef-noun-3	dul:PhysicalObject	wn30instances:synset-strip-noun-2	dul:PhysicalObject
wn30instances:synset-refinery-noun-1	dul:PhysicalObject	wn30instances:synset-plant-noun-1	dul:DesignedArtifact
wn30instances:synset-reflexivity-noun-2	dul:Description	wn30instances:synset-mathematical_relation-noun-1	dul:Relation
wn30instances:synset-reflexivity-noun-2	dul:Description	wn30instances:synset-logical_relation-noun-1	dul:Relation
wn30instances:synset-reform_movement-noun-1	dul:Collection	wn30instances:synset-movement-noun-4	dul:Collective
wn30instances:synset-reformation-noun-1	dul:Situation	wn30instances:synset-improvement-noun-3	dul:Situation
wn30instances:synset-refusal-noun-2	d0:Topic	wn30instances:synset-message-noun-2	ontopic:Topic
wn30instances:synset-regimen-noun-1	dul:Description	wn30instances:synset-plan-noun-1	dul:Plan
wn30instances:synset-registrant-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-registration-noun-4	d0:Characteristic	wn30instances:synset-sound_property-noun-1	dul:Quality
wn30instances:synset-regression_line-noun-1	d0:Characteristic	wn30instances:synset-curve-noun-2	dul:PhysicalAttribute
wn30instances:synset-regularity-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-regularization-noun-1	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-regulation-noun-3	dul:Situation	wn30instances:synset-dominance-noun-2	dul:Situation
wn30instances:synset-regulation_time-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-reign-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-reinforcing_stimulus-noun-1	dul:Situation	wn30instances:synset-stimulation-noun-2	dul:Situation
